user_id,username,first_name,last_name,phone,is_bot,role_status
6431080972,VirusTotal_AV_bot,VirusTotal,,,True,ADMINISTRATOR
5743436112,professorhelpbox,Jaani,,,False,MEMBER
7542594335,Tech_squad_me,TECH SQUADS,,,False,MEMBER
6287646958,kingraja110,Raj patel,,,False,MEMBER
7006114593,Kimooo965,Kimo,,,False,MEMBER
7638697254,coder_shab,Coder,Shab,,False,MEMBER
5876037171,Devak7,Developer,Akash,,False,MEMBER
7750004472,THRVEX_SALES,THRVEX,,,False,MEMBER
6432201629,LGpay_Owner,吉尼,Sari,,False,MEMBER
6293106209,autumnpe_support,Thomas,Rajput,,False,MEMBER
1106037031,Avinashchandrakar,Avinash,Chandrakar,,False,MEMBER
7312560980,thrvex_mngr,Official,Thrvex,,False,MEMBER
8163455754,Dynmobhai,Dynmo,Bhai,,False,MEMBER
8790936144,yash99999999,Yash,,,False,MEMBER
1637717321,ASHKAOP1,ASHKA,,,False,MEMBER
8210857071,agent_Nandini,Nandini,Mishra,,False,MEMBER
7010893224,api_african7,Api,African,,False,MEMBER
8089075866,Mrjhon73,Mr,Jhon,,False,MEMBER
8043701303,Envanxxx,️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,,,False,MEMBER
7756858660,cat_devoloper,CAT,DEVOLOPER,,False,MEMBER
5842403550,,</>,,,False,MEMBER
8299670054,Ronakrathod1,Ronak Rathod,,,False,MEMBER
7026355270,Noobdev734,Noob,Dev,,False,MEMBER
8409454386,pagosales,Api,Africa,,False,MEMBER
7518208464,gtx_xdr,GTX,,,False,MEMBER
6756944123,Upipayhublive,奇姆贾,,,False,MEMBER
8922306433,Shankar2250,SHANKAR,,,False,MEMBER
8342331427,api_african3,Api,African,,False,MEMBER
8325457677,,V,,,False,MEMBER
7668577467,heroxhosting,Hero,Xhosting,,False,MEMBER
8571158381,Itsmeshantox,Shanto,Rahman,,False,MEMBER
7501859840,MetaAdx,【﻿Ｍｅｔａ Ａｄｓ Ｘ☠️】,,,False,MEMBER
8370153920,Coder26,Gamer,,,False,MEMBER
1896145195,Hyperdeveloperrr,Hyper,Developer Cyber,,False,MEMBER
6936273958,Helplineid24X7,Helpline desk,,,False,MEMBER
6256457478,Mckdmfmfm,Ritesh,Kumar,,False,MEMBER
5561820417,Real_tech_goutam,Tech,Goutam,,False,OWNER
8297076374,R299399,R,,,False,MEMBER
1807716418,,Zero Edit,,,False,MEMBER
8037694903,i_am_developer_0,𝔻𝔼𝕍𝔼𝕃𝕆ℙ𝔼ℝ 0,️,,False,MEMBER
7201090642,codexhub09,CODE X,HUB,,False,MEMBER
7352048293,Badguygoviral,Mr,Goviralㅤ ㅤ ㅤㅤ ᵃᵈᵐᶦⁿ,,False,MEMBER
6997438183,,,,,False,MEMBER
7919515040,eaglepay_agent,Egale,Pay,,False,MEMBER
8135752140,bestapiwhitegamer,Best api,Whitegamer,,False,MEMBER
1808201893,jvmdevelopers,JVM,Developer,,False,MEMBER
6592355461,HiGauravji,GK,Boy,,False,MEMBER
7868216097,Anonymous_reborn,×°Ⱥղօղվʍօմʂ°×,,,False,MEMBER
7947296251,,Black Devil,,,False,MEMBER
7991565281,teacher_sania,Teacher,Sania,,False,MEMBER
7454569524,rakaroyonline,Raka,Roy,,False,MEMBER
6423206940,Asenhuang77,Hen,Jaya,,False,MEMBER
5354642087,DEVILHACKYT,˻Ꭲꭱꪀ ◈ Ꭰꭼꮩꭵꮮ˺,,,False,MEMBER
7567863839,Yourk06,Yorkers,和,,False,MEMBER
1051664692,DEVZEXZ,Rahul,,,False,MEMBER
8975151658,SaurabhDevelopers,Saurabh,Developer,,False,MEMBER
8792648781,,,,,False,MEMBER
6319023620,InstaBigSupportS,InstaBigSupportS,,,False,MEMBER
7667934220,Mentorlili,MENTOR,lili,,False,MEMBER
7028015977,,Rahul,,,False,MEMBER
8117949115,tn_code,TN,Code,,False,MEMBER
8731922042,Saad556667,Iris,,,False,MEMBER
8330029730,api_african2,Api,African,,False,ADMINISTRATOR
8752077679,Adamsgreens,Adam,Greens,,False,MEMBER
702484594,,cool,,,False,MEMBER
7126780695,Hdhscvsu,Navin gond,,,False,ADMINISTRATOR
7053293347,mr_developer_cwt,Vijay Kumar,,,False,MEMBER
7165658621,Thanos_07,🫰Thanos,🫰,,False,MEMBER
6346397617,Shubhamxnn,Sнυвнᴀм🦚,,,False,MEMBER
7906217564,SKBHAI_4U,𝐒𝐊~𝐁𝐇𝐀𝐈 ll 𝟬𝟬𝟳™ 🇮🇳,,,False,MEMBER
8767892902,YaarWinHelpLine1,YaarWin Helpline,,,False,MEMBER
6970848701,Pro_Developer02,༄Pro᭄,Developer🏅,,False,MEMBER
5661469185,paulsarti3,Paul,Sarti,,False,ADMINISTRATOR
6746468728,mrsurajshukla,Suraj,Shukla,,False,MEMBER
1976689432,,VIRAJ,-,,False,MEMBER
6224393090,,~,,,False,MEMBER
7943554115,MRAyushX,-,,,False,MEMBER
7248935249,,Raju,Yadav,,False,MEMBER
6856182444,Sudhakc,Sudhansh,Choudhary,,False,MEMBER
6849439462,mkstrangers,MK,STRANGER,,False,MEMBER
1923060114,Gauravjsk,Gaurav,Kumar,,False,MEMBER
6646846035,RP_DEVELOPER_BD,Dᴇᴠᴇʟᴏᴘᴇʀ,ʀīғᴀᴛ,,False,MEMBER
6007640388,,𝙋𝘼𝙄𝙉̷´ཀ`,,,False,MEMBER
2042493146,rvgadmin,Vishal,Boss No,,False,MEMBER
5381010681,Tech_bhagat,Offline,,,False,MEMBER
8271178469,api_african1,Api,African,,False,MEMBER
8368150601,,Toy 🧸🧸🧸,,,False,MEMBER
914012540,hey_marlega,Mr.,Marlega,,False,MEMBER
5947689542,SOHXNDEV,SOHXN,,,False,MEMBER
8139190749,alpha_deb,A L P H A : D E V,,,False,MEMBER
1010899621,tradersgovinda,C,M,,False,MEMBER
8576591973,liza_BDGWIN,Fx,,,False,MEMBER
7685683247,D_bdgwin,D,,,False,MEMBER
8619463095,,сеющий ясность.,,,False,MEMBER
8715893695,music_yasnyy_w8tm,ясный.,,,False,MEMBER
5325853252,developerhubz,Docker,,,False,MEMBER
5922136134,afsaruddin2006,Developer Afsar,Uddin,,False,MEMBER
7790229557,Codebuyfigon,Figon,,,False,MEMBER
8180466971,SamratMoney,Samrat - (Expert),,,False,MEMBER
7912266641,adwedsite,Ad,Wed,,False,MEMBER
8036327023,DevOps_x0,DevOps,Info_x0,,False,MEMBER
866144642,,Jacky,,,False,MEMBER
7252961416,sonunuk,सोनू गुप्ता,,,False,MEMBER
6912853349,Hexboltads,Tarun,Bhai,,False,MEMBER
7616958616,Professor2k02,Professor,,,False,MEMBER
8141335827,Rajatmishra15,Rajat,Mishra,,False,MEMBER
6402658241,Sellin999,Sellin 🍄,,,False,MEMBER
8485693919,Yadavbhai090,Devloper,Yadav,,False,MEMBER
6840061146,Raviiiiii04,Rav1,.....,,False,MEMBER
6523904710,silentkillers7144,Silent,killer,,False,MEMBER
8649940461,,Nikhil,Soni,,False,MEMBER
8297438963,,Bintu,B,,False,MEMBER
8736469371,RITAMSVH,RITAM,(SVH),,False,MEMBER
7692829684,sudden_pay_agent,Sudden,Pay,,False,RESTRICTED
8446727278,cyber_cell0,Cyber Cell,,,False,MEMBER
5003575924,,- 𝛅 ᖾ υ 𝛃 ᖾ ⌯ ⴕ,,,False,MEMBER
7965921226,,Mock,,,False,MEMBER
8467696820,i9igoogle,arjuna,,,False,MEMBER
6792192464,FixAllHub,FixAll,Hub,,False,MEMBER
5521280795,Aprealaccount,Real,,,False,MEMBER
8444505209,,Sunny,,,False,MEMBER
8286900986,,Busy,,,False,MEMBER
8313719521,Sanju08065,Sanju,,,False,MEMBER
8639636971,developer_princee,Prince,Web,,False,MEMBER
8830752464,webxtechh,Webxtech,,,False,MEMBER
8228838340,,Sergio,Marquina,,False,MEMBER
7976311820,customer_servic_01,𝗖𝗨𝗦𝗧𝗢𝗠𝗘𝗥 𝗦𝗨𝗣𝗣𝗢𝗥𝗧 (𝗵𝗲𝗮𝗱) 𝟮𝟰𝘅𝟳,,,False,MEMBER
7142706012,TRADER_KING171,TRADER KING,,,False,MEMBER
8699071249,Veltrixdeco,Veltrix,Deco,,False,ADMINISTRATOR
8665647589,,Usa id seller,,15618958352,False,MEMBER
7789893334,Tacmr,Mr Cat,🧿,,False,MEMBER
5758213067,Yashu_seller7,Yash,,,False,MEMBER
1375070072,Piyushdeveloper,<PIYUSH_DEVELOPMENT/>,,,False,MEMBER
7393124087,,Ｖｉｋｒａｍ （スそ畝）,,,False,MEMBER
7519098645,Kingtrader700,King Trader,,,False,MEMBER
1374722640,Buy_044,DEVELOPER,,,False,MEMBER
6421395137,Kapilboss566,KAPIL,BOSS,,False,MEMBER
7300913488,Spartan2151,Spartan,2151,,False,MEMBER
7135282502,Zedxbhai,Zed,X Devloper,,False,MEMBER
8601141692,SUROJITx37,𝗦𝗨𝗥𝗢𝗝𝗜𝗧 ┋ 𝟯𝟳,,,False,MEMBER
469108677,D1Patel22,D,,,False,MEMBER
8308720601,amrita_agent,Amrita,Agent,,False,MEMBER
8135224314,coder_bc,Coder,Bc,,False,MEMBER
856869220,shivay777777,⚡ 🇸 🇭 🇮 🇻 🇦 🇾 ⚡,,,False,MEMBER
6348041429,,,,,False,MEMBER
7958246456,rohitg7777777,Rohit Gupta,,,False,MEMBER
7845752675,RupeePayofficial,RupeePay 🦚,,,False,MEMBER
7753919994,PyNoxi_Dev,PyNoxi Dev,,,False,MEMBER
7156084871,Lawrasur,Silver,Exch,,False,MEMBER
5232329219,Dxo190,Devloper,"mafia ,💥",,False,RESTRICTED
8707137970,BizNexusHur,BizNexus,Hur,,False,MEMBER
6906341749,Heart_of_developer,Heart of,Developer,,False,MEMBER
8744127762,Core_Psy,Psy,Code,,False,MEMBER
7962539860,devagarwal2468,⚡️अधर्मनाशक,,,False,MEMBER
8530646325,,Psy,Code,,False,MEMBER
6630795494,Amanji5558,Vivek,Yadav,,False,RESTRICTED
7424255425,dsksmm1,Aftab,Khan,,False,MEMBER
7283921914,,,,,False,MEMBER
5459000430,,Gaurav,,,False,MEMBER
6976448840,kangbolos,tukang,bolosan,,False,MEMBER
7595292818,,,,,False,MEMBER
1307087232,RSK_YT,Rsk_yt,,,False,MEMBER
8508106115,tradefxu,Trader,Fx,,False,MEMBER
6031167037,king_of_koreaz,👑 King,,,False,MEMBER
6770618786,,,,,False,MEMBER
7365566045,Zephyqq,Zephyq,,,False,MEMBER
5545503036,,mangekyou,,,False,MEMBER
7929513068,mr_Riku,陸/理空,,,False,MEMBER
6634522376,prokar777,Prokar,Biswas,,False,MEMBER
1088566476,Developeramite,Developer Amit,,,False,RESTRICTED
6695818584,thewealthyguy7,Deepanshu,,,False,MEMBER
5173820077,DeveloperKing404,༄ 𝐃𝐞𝐯𝐞𝐥𝐨𝐩𝐞𝐫 𝑲𝒊𝒏𝒈 𒆜 ♻️,,,False,MEMBER
7935767316,Vivek5615,Vivek,,,False,MEMBER
6809600138,Finn_devs,Finn¤๋ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ͜͡,,,False,MEMBER
6561462796,BettingDev365,APEX BETTING,DEV ⚠️,,False,MEMBER
7537762790,allwayshelp,Krashan,,,False,MEMBER
7112599851,im_inverse,ὃ iɴᴠᴇʀꜱᴇ 楤源,,,False,MEMBER
8309305365,codexdr_shopbot,CODEXDR SHOP,,,True,ADMINISTRATOR
1197947760,Maxshyt09,It's Demon𓆏ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ,,,False,MEMBER
1961839428,Djjhhb,Babul,,,False,MEMBER
6718461885,LordABoBo,Mr,Abobo,,False,MEMBER
6101827391,ATeam99877,ATEAM,,,False,MEMBER
8418518058,akgamedevelopement,skY,,,False,MEMBER
7060564264,skyakx,Annnnttttuuuu,,,False,MEMBER
6624643468,,.,,,False,MEMBER
8376276266,,Olivia,,,False,MEMBER
7101222227,Codeopenhub,Codeopen,Hub,,False,MEMBER
8218737123,,Olivia,,,False,MEMBER
7129928931,Error404N0t,✟ ۣۜAnͥonͣyͫmous,✟,,False,MEMBER
8526628804,EloPayGateway,EloPay,Gateway,,False,MEMBER
8227360609,bhai_ka_managerbot,BHAI KA MANAGER,,,True,ADMINISTRATOR
8581186384,mr_rik,Mr,Rik,,False,MEMBER
6131328900,Socalhdhshbot,Socal_22_bot,,,True,ADMINISTRATOR
8174288274,Getwaydemo_bot,Demobot,,,True,MEMBER
570456413,wwwROSHIYAnet,NAGAJAN,,,False,MEMBER
7082379720,Xxxchat0761,Ram Developer,,,False,MEMBER
8450401972,Teacher_Angelina01,𝙈𝙚𝙣𝙩𝙤𝙧,𝘼𝙣𝙜𝙚𝙡𝙞𝙣𝙖,,False,MEMBER
7872525258,BELLA_VIP_BELLA,BELLA,BHAI,,False,MEMBER
8264058176,LemonPayOfficial,柠檬支付,,,False,MEMBER
8489702033,AgentLemon1,柠檬支付,,,False,MEMBER
8286767532,TeamLemonPay,柠檬支付,,,False,MEMBER
8540537964,Nildevx,Nil,Devx,,False,MEMBER
7278605422,Prakash_bhaiop,Prkash bhai,,,False,MEMBER
8282433361,Tronpay888,Tron-pay,,,False,MEMBER
7237391268,,Gopi,Sahu,,False,MEMBER
8190305868,MorningStarShen,🍋 LemonPay,,,False,MEMBER
8342983922,,Deleted Account,,,False,MEMBER
8083062532,Prasad1284,Prasad,,,False,MEMBER
5873601097,smyRsqP72I,Коля,,,False,MEMBER
5612089647,YUrijVinogradov84,Юрий,Виноградов,,False,MEMBER
5868298899,VadimBogdanov468,Вадим,Богданов,,False,MEMBER
7889453837,webstation09,Web,,,False,ADMINISTRATOR
7108205439,Boss_k1234,...,,,False,MEMBER
666777738,KingGroupAdmin,𓆩𝐊𝐈𝐍𝐆𓆪,,,False,RESTRICTED
7322493915,,mudragrow.com,,,False,MEMBER
8311820253,,ARJUN ESCROW,,,False,MEMBER
8295944670,,Amber,Miller,,False,MEMBER
7720386990,,Aman,,,False,MEMBER
7190690535,Rupeepay_assistant,RupeePay,Priyanka,,False,MEMBER
5795435114,jenyyyjalwa,Jenny,,,False,MEMBER
6446619406,Bokanoov,Marketing Zone,,,False,MEMBER
8031731892,Never348,Navi,,,False,MEMBER
1709181321,number0as,Triplets,,,False,MEMBER
1312364240,ssrtgac,Intense!!,,,False,MEMBER
6107690248,im_Abhi_10x,Digital,Abhishek,,False,MEMBER
7789150053,,𝙑𝙜,𝙑𝙫,,False,MEMBER
7301106876,,Oggy,With Aura,,False,MEMBER
7037584912,KhushiWebInfo,Khushi,Web InfoTech,,False,ADMINISTRATOR
1687645405,Hostspell,Smm,PIX,,False,MEMBER
7623596610,Irabenu,Ira,Benu,,False,MEMBER
7759307328,apps_creator_01,Yash Kumar,Apps Creator,,False,MEMBER
7962647983,Ydhdjdbheizbot,Not bot,,,True,MEMBER
8422772735,webshost_prodect_bot,webshost prodect bot,,,True,MEMBER
7555802452,Vewonex,Vewonex,,,False,MEMBER
7568530565,Sunnyads01,Sunny,,,False,MEMBER
7331257920,QiorPH,Qior,,,False,MEMBER
8273729920,OFFICIALCODEDEX,CODEDEX,,,False,MEMBER
696267355,ProtectronBot,Protectron,,,True,ADMINISTRATOR
7166963976,Kalegoote,[ 𝐉𝐞𝐡𝐫𝐢𝐥𝐢,𝐉𝐡𝐚𝐭𝐭𝐞 ],,False,MEMBER
6837542473,zahidcarder,Zahid زاهد,,,False,MEMBER
1072632980,biku4891,BIKASH,MISTRY,,False,MEMBER
6480075673,Hackerboy9627,DAVLAPER,Boy,,False,MEMBER
7344365297,SimaWentao,SimaWentao,,,False,MEMBER
6242026359,Vansh_yaarwin,Vansh🍅,,,False,MEMBER
6585969570,OFFICIALCODEASTRO,CodeAstro,,,False,MEMBER
8221463630,knoXwooX2,knoXwooX,,,False,MEMBER
6688296625,D3VIL_00899,Yashhhhh,,,False,MEMBER
8182273156,,☠️☠️WEBSITE DEVELOPER ☠️☠️,,,False,MEMBER
8435051072,,,,,False,MEMBER
2010016480,SanjayWayne,Sanjay,Wayne,,False,MEMBER
5630480126,aaabbbaaakkkaaadddaaa,Jude,️,,False,MEMBER
8081239725,Bindassladka090,h,,,False,MEMBER
7870215554,api_african5,Api,African,,False,MEMBER
6267145682,lotteryyyyy66,66 LOTTERY CS,,,False,MEMBER
8399379704,IntelXOSINTV4BOT,IɴᴛᴇʟX OSINT V4,,,True,MEMBER
1999119344,noordev9,nóor,dev,,False,MEMBER
7812774819,MAYANK_PAPA,𝗭𝗔𝗟𝗜𝗠 🥵,,,False,MEMBER
5795591632,hulify,Sj,,,False,MEMBER
8413809182,,,,,False,MEMBER
7489449295,,,,,False,MEMBER
6087042926,,Top,Coder,,False,MEMBER
6055984953,akhtarali1122,Akhtar,Ali,,False,MEMBER
1176138900,Lovely_7_0_0,Lovely,,,False,MEMBER
949240428,Rakeshhsng,Ankit,Shukla,,False,MEMBER
7886968550,Lovetashangame,Mr,V 2.0,,False,MEMBER
7488726588,JAckblack423,Jack Developer,,,False,MEMBER
1970499161,HACKER_BABA9,HACKER,BABA,,False,MEMBER
7465284739,Yash_sahu73,website,creator,,False,MEMBER
6730082194,Anytimesolutions,Any,Time solutions ®️,,False,MEMBER
5086862302,lstsny,𝐒𝐮𝐧𝐧𝐲,,,False,MEMBER
2118308312,YOUTUBEGYROX,YOUTUBE GYROX,,,False,MEMBER
6202096065,Onlineparmoter,Online,Permoter,,False,MEMBER
6836192748,Hackermodss,𝐇𝐀𝐂𝐊𝐄𝐑 𝐌𝐎𝐃𝐒,,,False,MEMBER
6732218697,PK_DAD,Cyber,Tech,,False,MEMBER
7307841885,abhay_rathore65,Abhay 🦴,,,False,MEMBER
6098702887,,Mr,V ️,,False,MEMBER
6971077496,Lucas9r3,Lucas,Campbell,,False,MEMBER
7273050035,king_always_on_top,King 👑,,,False,MEMBER
6594472712,dakshhuuuur,Legend Of Hacker,,,False,MEMBER
5770517453,Pay_Host_Support,bondhuhost,,,False,MEMBER
1847720231,albatross899,peace lover,,,False,MEMBER
779235542,twmking,Axel,,,False,MEMBER
1979793210,voexwt,Mazahir,Khan,,False,MEMBER
5292752807,chathura1982,Chathura,,,False,MEMBER
7801363158,Laofgiwhtjskns,Utk,,,False,MEMBER
5708341426,Official_Dark_Lucifer,𝐃𝐚𝐫𝐤,𝐋𝐮𝐜𝐢𝐟𝐞𝐫,,False,MEMBER
1449171812,Dhaval1514,Dhaval,V,,False,MEMBER
6970262377,elinetz,Naneth,Quibo,,False,MEMBER
6579801591,,,,,False,MEMBER
6061886171,Haven_Mayan,Online,Casino,,False,MEMBER
1992307904,sricaflanca,Sherwin,Ricaflanca,,False,MEMBER
1762352719,Criste0314,Criste,Contridas,,False,MEMBER
7374594531,MANDROW0,Adrian Mandrow,,,False,MEMBER
1199238782,OWNER_MENTAL,𖣔ꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋ🕊️⃝💔𝐌𝐄𝐍𝐓𝐀𝐋𓅓𝐇𝐀𝐂𝐊𝐄𝐑🕊️⃝,,,False,MEMBER
1208050616,love_guruR,Love,Guru,,False,MEMBER
5895823391,S4SAHILYADAVOfficial,👑𓆩𓆩𝐒๛4๛・𝐒𝐀𝐇𝐈𝐋๛𝐘𝐀𝐃𝐀𝐕𓆪𓆩๛𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥𓆪𓆪👑,,,False,MEMBER
5465031646,Jonasxux,Jonas,,,False,MEMBER
6530719588,Manojrajput89,SHIVAM verma,😍,,False,MEMBER
7718959574,Script_hub1,⏤͟͞ꜱᴄʀɪᴘᴛ ʜᴜʙ </>,,,False,MEMBER
6938958983,Lemon_becky,Lemonpay,代理,,False,MEMBER
